# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
16.1            	U               	(-1.78835903e+00 -2.91448861e-01 -3.98053169e-01)	(1.04166667e-01 1.34683076e-01 -3.26297376e-01)	(-2.06223210e-02 3.82496249e-02 2.16297410e-01)	(1.04166666e-01 -7.81573312e-02 4.67644855e-01)
16.1            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	6.44862571e+00	(1.04162363e-01 3.77040400e-01 -1.32668768e-02)
16.15           	U               	(-1.56248722e+00 -2.33159598e-01 -4.21823596e-01)	(1.04166668e-01 1.10757223e-01 -3.31940049e-01)	(3.59944832e-02 4.07114850e-02 1.93412362e-01)	(1.04166668e-01 -1.08961562e-01 4.61707639e-01)
16.15           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.68752717e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
16.2            	U               	(-1.19454225e+00 -1.99554830e-01 -4.34909844e-01)	(1.04166667e-01 8.08522842e-02 -3.05162209e-01)	(4.28980441e-02 3.63212675e-02 1.55780984e-01)	(1.04166668e-01 -1.39314894e-01 4.53857465e-01)
16.2            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.62986298e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
16.25           	U               	(-9.61983355e-01 -1.57154145e-01 -3.98388135e-01)	(1.04166667e-01 8.08522842e-02 -3.05162209e-01)	(5.53273081e-02 2.36201624e-02 1.09031151e-01)	(1.04166667e-01 -1.69101227e-01 4.44171938e-01)
16.25           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.40490880e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
16.3            	U               	(-4.22813020e-01 -1.21732108e-01 -3.60028158e-01)	(1.04166667e-01 5.63502305e-02 -2.56432181e-01)	(1.66562323e-01 1.74584391e-02 3.88282962e-01)	(1.04162856e-01 -4.20706632e-02 4.06147495e-01)
16.3            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.96497640e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
16.35           	U               	(-4.29484908e-01 -7.02276029e-02 -2.18695213e-01)	(1.04166667e-01 1.00178877e-01 -2.74228063e-01)	(3.11713311e-01 2.30598325e-02 3.57776754e-01)	(1.04166667e-01 -1.14258143e-02 2.35067918e-01)
16.35           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.27736829e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
16.4            	U               	(-1.88381103e-01 -1.23751953e-01 -4.72035967e-02)	(1.04166667e-01 -2.51045719e-01 -2.28166018e-01)	(4.99468604e-01 2.25238188e-02 2.79399999e-01)	(1.04163152e-01 -3.48262392e-02 3.10424030e-01)
16.4            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.32472159e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
16.45           	U               	(6.69140782e-02 -7.43770829e-03 -1.55709958e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(9.80038488e-01 8.28825021e-04 1.66905263e-01)	(1.04162664e-01 -1.24401978e-02 3.44156757e-01)
16.45           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.11859527e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
16.5            	U               	(8.06733566e-02 -7.80934618e-03 -2.08064602e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.41820624e+00 9.84356412e-03 9.13095545e-02)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
16.5            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.66530714e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
16.55           	U               	(8.78225019e-02 -7.29231285e-03 -2.27671186e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.60360182e+00 7.87129658e-03 1.66917011e-01)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
16.55           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.98632243e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
16.6            	U               	(8.95165173e-02 -6.40128195e-03 -2.34061054e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.87158370e+00 6.29195995e-03 2.00369101e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
16.6            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.12293304e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
16.65           	U               	(8.56074681e-02 -5.17299085e-03 -2.26552884e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.94952771e+00 4.64789772e-03 2.41277846e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
16.65           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.12721775e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
16.7            	U               	(8.55183167e-02 -3.66697054e-03 -2.02557529e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.87444339e+00 1.49247261e-02 2.60149915e-01)	(1.04166666e-01 6.99416426e-02 -4.02932595e-01)
16.7            	p               	-6.06242108e-01	(3.12500000e-01 1.62453040e-02 4.95562969e-01)	6.12970271e-01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
16.75           	U               	(7.17244222e-02 -1.72788524e-03 -1.70452238e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.76416916e+00 2.95371858e-03 2.58148130e-01)	(1.04162856e-01 4.20706695e-02 -4.06147494e-01)
16.75           	p               	-1.08310540e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
16.8            	U               	(5.29587422e-02 6.19601531e-04 -1.25054307e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.13113755e+00 1.35453713e-02 1.95291523e-01)	(1.04166667e-01 -2.63320844e-01 -3.11753926e-01)
16.8            	p               	-2.07314867e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
16.85           	U               	(2.04830815e-02 -6.31208654e-03 -7.79021068e-03)	(1.04166668e-01 4.65866185e-01 1.42127791e-01)	(8.94790038e-01 5.73204662e-02 1.47965767e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
16.85           	p               	-2.93353168e+01	(1.04166667e-01 1.27353431e-02 1.27353431e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
16.9            	U               	(-9.03208300e-02 -1.38375641e-02 -4.92582850e-03)	(3.12500000e-01 3.42916876e-01 -3.21928559e-01)	(7.19888370e-01 1.07827969e-01 1.03526873e-01)	(1.04166667e-01 -2.34665011e-01 -2.71783183e-01)
16.9            	p               	-3.61386755e+01	(1.04166667e-01 1.12337178e-02 2.83237097e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
16.95           	U               	(-1.78855010e-01 -5.76687603e-02 -3.02411548e-02)	(1.04166668e-01 4.37777930e-01 -1.35548458e-01)	(3.41244594e-01 1.73852063e-01 5.21989227e-02)	(1.04166667e-01 -2.49498360e-01 -2.49498360e-01)
16.95           	p               	-4.08295066e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
17              	U               	(-5.48154780e-01 -7.99281265e-03 -1.95312909e-02)	(3.12500000e-01 4.40866187e-02 4.32778301e-01)	(5.34026566e-02 2.19456869e-01 1.68126312e-02)	(1.04166667e-01 -2.07039107e-01 -2.53821732e-01)
17              	p               	-4.30076278e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
17.05           	U               	(-1.00350288e+00 -2.26770334e-02 -9.31712414e-03)	(3.12500000e-01 2.99830692e-01 -3.17960273e-01)	(-5.75987438e-02 1.03917686e-02 1.61536931e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
17.05           	p               	-4.24667211e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
17.1            	U               	(-1.34288935e+00 -1.57906407e-02 -6.50523489e-03)	(3.12500000e-01 2.63320845e-01 -3.11753928e-01)	(-7.13474143e-02 1.16319371e-02 2.10843656e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
17.1            	p               	-3.93034407e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
17.15           	U               	(-1.68060240e+00 -8.18423243e-03 -2.57053714e-03)	(3.12500000e-01 3.62912137e-01 -1.18012057e-01)	(-7.98551597e-02 1.28589123e-02 2.53649148e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
17.15           	p               	-3.36961983e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
17.2            	U               	(-1.85183740e+00 -2.82754823e-02 -7.88827248e-03)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-8.09284243e-02 1.60726721e-02 3.39804386e-02)	(1.04166667e-01 -2.04984174e-01 4.51856272e-01)
17.2            	p               	-2.59111684e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
17.25           	U               	(-1.96333425e+00 -4.25674288e-01 -2.81109913e-01)	(1.04166667e-01 2.71783183e-01 -2.34665011e-01)	(-7.83817410e-02 1.81912746e-02 3.61352935e-02)	(1.04166667e-01 -2.62270845e-01 4.21434988e-01)
17.25           	p               	-1.65015453e+01	(1.04166667e-01 1.74946328e-01 4.64190109e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
17.3            	U               	(-2.04567680e+00 -3.63451931e-01 -3.60112802e-01)	(1.04166668e-01 2.26737066e-01 -2.98624805e-01)	(-2.78835857e-02 2.24756642e-02 1.20058373e-01)	(1.04166666e-01 -7.97489460e-02 4.80181470e-01)
17.3            	p               	-6.07760011e+00	(1.04166667e-01 -2.34124560e-01 -4.37566951e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
17.35           	U               	(-1.82827152e+00 -2.73484615e-01 -4.05817079e-01)	(1.04166667e-01 1.68399695e-01 -3.48575906e-01)	(-3.21951248e-02 3.62503579e-02 1.15394381e-01)	(1.04166669e-01 -1.42127790e-01 4.65866186e-01)
17.35           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	5.05334454e+00	(1.04162363e-01 3.77040400e-01 -1.32668768e-02)
17.4            	U               	(-1.57674342e+00 -2.37541836e-01 -4.22870534e-01)	(1.04166668e-01 1.10757223e-01 -3.31940049e-01)	(1.55432256e-02 4.33133019e-02 1.96942033e-01)	(1.04166668e-01 -1.08961562e-01 4.61707639e-01)
17.4            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.55297798e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
17.45           	U               	(-1.31393411e+00 -1.67110570e-01 -4.04751710e-01)	(1.04166668e-01 1.18012057e-01 -3.62912134e-01)	(7.73556310e-02 2.99366210e-02 2.81751290e-01)	(1.04166666e-01 -7.60261664e-02 4.50858384e-01)
17.45           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.51321603e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
17.5            	U               	(-9.98631621e-01 -1.63119491e-01 -4.04484954e-01)	(1.04166667e-01 8.08522842e-02 -3.05162209e-01)	(3.95450476e-02 2.76430115e-02 1.15662591e-01)	(1.04166667e-01 -1.69101227e-01 4.44171938e-01)
17.5            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.31354575e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
17.55           	U               	(-4.62937494e-01 -1.27598566e-01 -3.67717279e-01)	(1.04166667e-01 5.63502305e-02 -2.56432181e-01)	(1.28270699e-01 1.99977862e-02 3.98773421e-01)	(1.04162856e-01 -4.20706632e-02 4.06147495e-01)
17.55           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.90430244e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
17.6            	U               	(-4.88535145e-01 -7.76752060e-02 -2.27352110e-01)	(1.04166667e-01 1.00178877e-01 -2.74228063e-01)	(2.67337286e-01 2.20248733e-02 3.98888072e-01)	(1.04166667e-01 -1.13023895e-02 2.59044836e-01)
17.6            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.25085422e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
17.65           	U               	(-2.46296692e-01 -1.17242326e-01 -5.58596405e-02)	(1.04166667e-01 -2.51045719e-01 -2.28166018e-01)	(5.95734756e-01 6.95615920e-03 3.19017002e-01)	(1.04162664e-01 -1.24401978e-02 3.44156757e-01)
17.65           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.33363163e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
17.7            	U               	(6.48320647e-02 -7.39352764e-03 -1.50257092e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(8.95093898e-01 3.29056709e-03 1.96020884e-01)	(1.04163015e-01 -1.16198316e-02 3.11524224e-01)
17.7            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.16017555e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
17.75           	U               	(7.90704035e-02 -7.50720582e-03 -1.86599846e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.39116323e+00 1.00830428e-02 7.95066496e-02)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
17.75           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.73919790e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
17.8            	U               	(8.71840252e-02 -7.38158370e-03 -2.25793994e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.93327303e+00 1.24761101e-02 1.50560057e-02)	(3.12500000e-01 1.32659729e-02 -3.77032267e-01)
17.8            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.08807795e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
17.85           	U               	(8.96200489e-02 -6.53951725e-03 -2.34005057e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.69955979e+00 1.88211636e-02 2.15880559e-01)	(1.04162767e-01 4.40871619e-02 -4.32792194e-01)
17.85           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.24640682e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
17.9            	U               	(8.64496539e-02 -5.35685668e-03 -2.28385675e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.94529462e+00 4.88459224e-03 2.37191054e-01)	(1.04162120e-01 1.40398328e-02 -4.07786745e-01)
17.9            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.26486620e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
17.95           	U               	(8.69233697e-02 -3.86846377e-03 -2.05530538e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.88390741e+00 1.60838018e-02 2.59484521e-01)	(1.04166666e-01 6.99416426e-02 -4.02932595e-01)
17.95           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.04436996e+00	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
18              	U               	(7.38568889e-02 -2.00232356e-03 -1.75443415e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.82109860e+00 1.01349452e-02 2.41463712e-01)	(1.04166668e-01 9.22150258e-02 -3.68443277e-01)
18              	p               	-9.45078133e+00	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.05           	U               	(5.56898820e-02 3.01182403e-04 -1.31643604e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.26602058e+00 8.74437818e-03 2.22288765e-01)	(1.04166667e-01 -2.03575074e-01 -3.65352452e-01)
18.05           	p               	-1.94797095e+01	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.1            	U               	(2.85766805e-02 -5.85547384e-03 -9.60124555e-03)	(1.04166668e-01 4.65866185e-01 1.42127791e-01)	(9.31926123e-01 5.13431666e-02 1.53095873e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
18.1            	p               	-2.82873698e+01	(1.04166667e-01 1.27353431e-02 1.27353431e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.15           	U               	(-6.34820146e-02 -1.18049409e-02 -4.43794654e-03)	(3.12500000e-01 3.05525867e-01 -3.70623831e-01)	(6.28757570e-01 9.83409723e-02 1.09226989e-01)	(1.04166667e-01 -2.70968010e-01 -2.85363708e-01)
18.15           	p               	-3.53524419e+01	(1.04166667e-01 -1.13023895e-02 2.59044836e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.2            	U               	(-1.77887507e-01 -4.89520297e-02 -1.63115158e-02)	(1.04166666e-01 4.50858384e-01 -7.60261663e-02)	(3.88816432e-01 1.66226763e-01 5.84537110e-02)	(1.04166667e-01 -2.49498360e-01 -2.49498360e-01)
18.2            	p               	-4.03409226e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.25           	U               	(-4.88759453e-01 -8.10450361e-03 -2.19159074e-02)	(3.12500000e-01 4.40866187e-02 4.32778301e-01)	(1.02908906e-01 2.11067760e-01 2.39272657e-02)	(1.04166667e-01 -2.07039107e-01 -2.53821732e-01)
18.25           	p               	-4.28748216e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.3            	U               	(-8.97767811e-01 -2.17406133e-02 -1.02081345e-02)	(3.12500000e-01 2.88471362e-01 -3.46835263e-01)	(-5.54418410e-02 1.02289447e-02 1.54644900e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
18.3            	p               	-4.26986210e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.35           	U               	(-1.29963784e+00 -1.75862125e-02 -6.53946464e-03)	(3.12500000e-01 2.63320845e-01 -3.11753928e-01)	(-6.98718640e-02 1.14668966e-02 2.04614892e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
18.35           	p               	-3.98594476e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.4            	U               	(-1.65085946e+00 -9.01277074e-03 -2.61009129e-03)	(3.12500000e-01 3.62912137e-01 -1.18012057e-01)	(-7.89670130e-02 1.26946531e-02 2.48400846e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)
18.4            	p               	-3.45780738e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.45           	U               	(-1.82922221e+00 -2.53478877e-02 -6.70402862e-03)	(3.12500000e-01 -2.56145742e-01 2.68623925e-01)	(-8.27691147e-02 1.59612755e-02 3.34921420e-02)	(1.04166667e-01 -2.04984174e-01 4.51856272e-01)
18.45           	p               	-2.70506022e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.5            	U               	(-1.94844636e+00 -4.65573567e-01 -2.32729786e-01)	(1.04166667e-01 2.80896258e-01 -1.91742023e-01)	(-7.99516654e-02 1.81347262e-02 3.59259778e-02)	(1.04166667e-01 -2.62270845e-01 4.21434988e-01)
18.5            	p               	-1.78232371e+01	(1.04166667e-01 1.74946328e-01 4.64190109e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.55           	U               	(-1.98540805e+00 -3.68352183e-01 -3.54936424e-01)	(1.04166667e-01 2.04249521e-01 -3.05819224e-01)	(-4.40310888e-02 2.29619732e-02 1.20031220e-01)	(1.04166666e-01 -7.97489460e-02 4.80181470e-01)
18.55           	p               	-7.49679598e+00	(1.04166667e-01 -2.34124560e-01 -4.37566951e-01)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
18.6            	U               	(-1.83055334e+00 -2.76947744e-01 -4.04684226e-01)	(1.04166667e-01 1.68399695e-01 -3.48575906e-01)	(-4.34747218e-02 3.72150529e-02 1.16592078e-01)	(1.04166669e-01 -1.42127790e-01 4.65866186e-01)
18.6            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.65222519e+00	(1.04162363e-01 3.77040400e-01 -1.32668768e-02)
18.65           	U               	(-1.66148369e+00 -2.28593021e-01 -4.12639807e-01)	(1.04166667e-01 1.43426801e-01 -3.56242701e-01)	(-5.14828779e-03 4.57726352e-02 2.00220318e-01)	(1.04166668e-01 -1.08961562e-01 4.61707639e-01)
18.65           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.41668336e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
18.7            	U               	(-1.34400321e+00 -1.72128249e-01 -4.09577680e-01)	(1.04166668e-01 1.18012057e-01 -3.62912134e-01)	(4.69038719e-02 3.33113367e-02 2.87239073e-01)	(1.04166666e-01 -7.60261664e-02 4.50858384e-01)
18.7            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.39369183e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
18.75           	U               	(-1.00084270e+00 -1.43457589e-01 -4.15476021e-01)	(1.04166668e-01 8.65119179e-02 -3.36681685e-01)	(7.28892365e-02 2.57484931e-02 2.16672887e-01)	(1.04166668e-01 -1.06000707e-01 4.45218127e-01)
18.75           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.21852203e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
18.8            	U               	(-9.27463778e-01 -1.29154999e-01 -3.08738198e-01)	(1.04166668e-01 1.03557602e-01 -3.01203677e-01)	(8.99038502e-02 2.24774484e-02 4.08875925e-01)	(1.04162856e-01 -4.20706632e-02 4.06147495e-01)
18.8            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.83934347e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
18.85           	U               	(-6.32770446e-01 -6.33615027e-02 -2.11297750e-01)	(1.04166667e-01 1.26005720e-01 -2.96579349e-01)	(2.01908982e-01 2.40934996e-02 3.82579409e-01)	(1.04162957e-01 -3.97567902e-02 3.75573368e-01)
18.85           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.21973801e+01	(1.04161576e-01 1.62469915e-02 -4.95582873e-01)
18.9            	U               	(-3.04643260e-01 -1.10312832e-01 -6.48593709e-02)	(1.04166667e-01 -2.51045719e-01 -2.28166018e-01)	(4.42743727e-01 2.01668648e-02 3.02984666e-01)	(1.04163059e-01 -3.72820682e-02 3.42873878e-01)
18.9            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.33796424e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
18.95           	U               	(6.27533549e-02 -7.32888925e-03 -1.44509664e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(7.71575371e-01 9.47707244e-03 1.91979013e-01)	(1.04163152e-01 -3.48262392e-02 3.10424030e-01)
18.95           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	4.19763215e+01	(1.04161576e-01 1.62469914e-02 4.95582873e-01)
19              	U               	(7.74010592e-02 -7.51177153e-03 -1.82341552e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.32285178e+00 2.97667100e-02 7.78846014e-02)	(1.04162767e-01 4.40871619e-02 -4.32792194e-01)
19              	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.80868315e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
19.05           	U               	(8.64363546e-02 -7.46923303e-03 -2.23751758e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.90371929e+00 1.33619805e-02 1.88511889e-02)	(3.12500000e-01 1.40387217e-02 -4.07775560e-01)
19.05           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.18652150e+01	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
19.1            	U               	(8.96275513e-02 -6.67268981e-03 -2.33709423e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(2.05715755e+00 3.23545675e-02 3.94237252e-02)	(3.12500000e-01 3.97566296e-02 -3.75565203e-01)
19.1            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	2.36736196e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
19.15           	U               	(8.71962919e-02 -5.53687176e-03 -2.29988266e-02)	(1.04166667e-01 -3.84028414e-01 3.15135882e-01)	(1.77944441e+00 4.61244763e-03 2.43563293e-01)	(1.04161933e-01 1.47134430e-02 -4.34581538e-01)
19.15           	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	1.40112254e+01	(1.04161576e-01 -1.62469778e-02 -4.95582873e-01)
19.2            	U               	(8.82252775e-02 -4.06539838e-03 -2.08274803e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.84754088e+00 2.38105866e-02 2.59676702e-01)	(1.04166668e-01 9.75474134e-02 -3.98140263e-01)
19.2            	p               	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)	3.47229796e+00	(1.04161576e-01 -1.62469780e-02 4.95582873e-01)
19.25           	U               	(7.59073085e-02 -2.27349298e-03 -1.80231374e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.84166000e+00 1.20028475e-02 2.42202524e-01)	(1.04166668e-01 9.22150258e-02 -3.68443277e-01)
19.25           	p               	-8.05929334e+00	(1.04166667e-01 1.27353431e-02 -1.27353432e-02)	0.00000000e+00	(5.00000000e+00 -3.39638897e-01 3.62918348e-01)
19.3            	U               	(5.83622949e-02 -1.78082703e-05 -1.38089752e-02)	(1.04166667e-01 -3.39638897e-01 3.62918348e-01)	(1.43373557e+00 5.30599472e-03 2.37399584e-01)	(1.04166667e-01 -1.51601997e-01 -3.84240942e-01)
