# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
15.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053890e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
15.2            	U               	(1.94937894e-02 7.07865341e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865341e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053897e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
15.25           	U               	(1.94937894e-02 7.07865043e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865043e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053903e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
15.3            	U               	(1.94937894e-02 7.07865184e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865184e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053903e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
15.35           	U               	(1.94937894e-02 7.07865969e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865969e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054298e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
15.4            	U               	(1.94937894e-02 7.07865222e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865222e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054081e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
15.45           	U               	(1.94937894e-02 7.07863763e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863763e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053921e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
15.5            	U               	(1.94937893e-02 7.07865968e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07865968e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053929e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
15.55           	U               	(1.94937894e-02 7.07865229e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865229e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053935e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
15.6            	U               	(1.94937894e-02 7.07864315e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864315e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053935e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
15.65           	U               	(1.94937894e-02 7.07865687e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865687e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053944e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
15.7            	U               	(1.94937893e-02 7.07868395e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07868395e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054185e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
15.75           	U               	(1.94937893e-02 7.07864646e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07864646e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054085e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
15.8            	U               	(1.94937893e-02 7.07864595e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07864595e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053963e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
15.85           	U               	(1.94937893e-02 7.07865676e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07865676e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053970e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
15.9            	U               	(1.94937893e-02 7.07865188e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937893e-02 7.07865188e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054312e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
15.95           	U               	(1.94937894e-02 7.07865464e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865464e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
15.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054122e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16              	U               	(1.94937894e-02 7.07865713e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865713e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054076e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.05           	U               	(1.94937894e-02 7.07865461e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865461e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054076e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.1            	U               	(1.94937894e-02 7.07864902e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864902e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053991e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
16.15           	U               	(1.94937894e-02 7.07865458e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865458e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97053996e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
16.2            	U               	(1.94937894e-02 7.07866942e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866942e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054445e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.25           	U               	(1.94937894e-02 7.07864676e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864676e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054159e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.3            	U               	(1.94937894e-02 7.07865368e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865368e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054108e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.35           	U               	(1.94937894e-02 7.07865461e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865461e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054108e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.4            	U               	(1.94937894e-02 7.07863891e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863891e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054011e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
16.45           	U               	(1.94937894e-02 7.07865124e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865124e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054013e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
16.5            	U               	(1.94937894e-02 7.07867783e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07867783e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054465e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.55           	U               	(1.94937894e-02 7.07863865e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863865e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054188e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.6            	U               	(1.94937894e-02 7.07864924e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864924e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054126e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.65           	U               	(1.94937894e-02 7.07864850e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864850e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054126e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.7            	U               	(1.94937894e-02 7.07863487e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863487e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054021e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
16.75           	U               	(1.94937894e-02 7.07864614e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864614e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.75           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054021e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
16.8            	U               	(1.94937894e-02 7.07866773e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866773e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.8            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054498e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.85           	U               	(1.94937894e-02 7.07863527e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863527e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.85           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054200e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.9            	U               	(1.94937894e-02 7.07864433e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864433e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.9            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054134e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
16.95           	U               	(1.94937894e-02 7.07864632e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864632e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
16.95           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054134e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
17              	U               	(1.94937894e-02 7.07862799e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862799e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17              	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054023e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
17.05           	U               	(1.94937894e-02 7.07864219e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864219e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.05           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054021e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
17.1            	U               	(1.94937894e-02 7.07866477e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866477e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.1            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054514e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
17.15           	U               	(1.94937894e-02 7.07863113e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863113e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.15           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054207e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
17.2            	U               	(1.94937894e-02 7.07864073e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864073e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.2            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054135e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
17.25           	U               	(1.94937894e-02 7.07864821e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864821e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.25           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054135e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
17.3            	U               	(1.94937894e-02 7.07861895e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861895e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.3            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054019e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
17.35           	U               	(1.94937894e-02 7.07864066e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864066e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.35           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054016e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
17.4            	U               	(1.94937894e-02 7.07866285e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866285e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.4            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054525e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
17.45           	U               	(1.94937894e-02 7.07862909e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07862909e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.45           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054206e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
17.5            	U               	(1.94937894e-02 7.07863855e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07863855e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.5            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054131e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
17.55           	U               	(1.94937894e-02 7.07865061e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07865061e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.55           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054131e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
17.6            	U               	(1.94937894e-02 7.07861266e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07861266e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.6            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054012e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
17.65           	U               	(1.94937894e-02 7.07864010e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07864010e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.65           	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054009e-01	(5.10204081e-02 -4.70214048e-01 0.00000000e+00)
17.7            	U               	(1.94937894e-02 7.07866325e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)	(1.94937894e-02 7.07866325e-07 0.00000000e+00)	(5.10204081e-02 -4.97500000e-01 0.00000000e+00)
17.7            	p               	0.00000000e+00	(5.00000000e+00 -4.97500000e-01 0.00000000e+00)	7.97054529e-01	(5.10204082e-02 4.70214048e-01 0.00000000e+00)
